@relation output

@attribute WMC numeric
@attribute RFC numeric
@attribute fixingRevisions numeric

@data
3.0, 13.0, 32.0
5.0, 12.0, 32.0
4.0, 18.0, 27.0
4.0, 18.0, 27.0
2.0, 13.0, 33.0
6.0, 7.0, 36.0
4.0, 19.0, 26.0
5.0, 13.0, 31.0
1.0, 13.0, 34.0
6.0, 8.0, 35.0
5.0, 14.0, 30.0
0.0, 13.0, 35.0
6.0, 9.0, 34.0
4.0, 21.0, 24.0
5.0, 15.0, 29.0
4.0, 14.0, 30.0
6.0, 10.0, 33.0
5.0, 16.0, 28.0
3.0, 14.0, 31.0
2.0, 12.0, 35.0
5.0, 17.0, 27.0
2.0, 14.0, 32.0
6.0, 12.0, 31.0
5.0, 18.0, 26.0
1.0, 14.0, 33.0
4.0, 20.0, 25.0
7.0, 7.0, 35.0
0.0, 14.0, 34.0
6.0, 14.0, 29.0
5.0, 20.0, 24.0
7.0, 8.0, 34.0
4.0, 15.0, 29.0
6.0, 15.0, 28.0
15.0, 30.0, 3.0
6.0, 16.0, 27.0
7.0, 10.0, 32.0
2.0, 15.0, 31.0
1.0, 1.0, 47.0
6.0, 17.0, 26.0
1.0, 15.0, 32.0
0.0, 1.0, 48.0
7.0, 12.0, 30.0
0.0, 15.0, 33.0
7.0, 13.0, 29.0
4.0, 16.0, 28.0
3.0, 16.0, 29.0
2.0, 2.0, 45.0
8.0, 9.0, 32.0
6.0, 21.0, 22.0
2.0, 16.0, 30.0
4.0, 11.0, 34.0
8.0, 10.0, 31.0
1.0, 16.0, 31.0
0.0, 2.0, 47.0
8.0, 11.0, 30.0
0.0, 16.0, 32.0
5.0, 14.0, 30.0
8.0, 12.0, 29.0
4.0, 17.0, 27.0
3.0, 3.0, 43.0
8.0, 13.0, 28.0
17.0, 28.0, 3.0
4.0, 7.0, 38.0
8.0, 14.0, 27.0
2.0, 17.0, 29.0
1.0, 3.0, 45.0
1.0, 17.0, 30.0
4.0, 5.0, 40.0
0.0, 17.0, 31.0
4.0, 4.0, 41.0
8.0, 17.0, 24.0
4.0, 18.0, 26.0
5.0, 8.0, 36.0
3.0, 18.0, 27.0
2.0, 4.0, 43.0
2.0, 18.0, 28.0
1.0, 4.0, 44.0
1.0, 18.0, 29.0
0.0, 4.0, 45.0
0.0, 18.0, 30.0
0.0, 1.0, 49.0
0.0, 1.0, 49.0
0.0, 1.0, 49.0
4.0, 5.0, 40.0
4.0, 19.0, 25.0
0.0, 2.0, 48.0
3.0, 5.0, 41.0
10.0, 11.0, 28.0
3.0, 19.0, 26.0
0.0, 3.0, 47.0
2.0, 5.0, 42.0
9.0, 18.0, 22.0
2.0, 19.0, 27.0
0.0, 4.0, 46.0
0.0, 4.0, 46.0
1.0, 5.0, 43.0
1.0, 19.0, 28.0
0.0, 5.0, 45.0
0.0, 5.0, 45.0
0.0, 5.0, 44.0
0.0, 19.0, 29.0
0.0, 6.0, 44.0
0.0, 6.0, 44.0
0.0, 7.0, 43.0
0.0, 7.0, 43.0
1.0, 1.0, 48.0
3.0, 6.0, 40.0
0.0, 8.0, 42.0
0.0, 8.0, 42.0
1.0, 2.0, 47.0
1.0, 2.0, 47.0
2.0, 6.0, 41.0
11.0, 11.0, 27.0
0.0, 9.0, 41.0
0.0, 9.0, 41.0
1.0, 3.0, 46.0
1.0, 3.0, 46.0
1.0, 6.0, 42.0
0.0, 10.0, 40.0
0.0, 10.0, 40.0
1.0, 4.0, 45.0
1.0, 4.0, 45.0
0.0, 6.0, 43.0
0.0, 11.0, 39.0
0.0, 11.0, 39.0
1.0, 5.0, 44.0
0.0, 12.0, 38.0
0.0, 12.0, 38.0
1.0, 6.0, 43.0
1.0, 6.0, 43.0
3.0, 7.0, 39.0
11.0, 15.0, 23.0
0.0, 13.0, 37.0
0.0, 13.0, 37.0
1.0, 7.0, 42.0
1.0, 7.0, 42.0
2.0, 7.0, 40.0
0.0, 14.0, 36.0
0.0, 14.0, 36.0
1.0, 8.0, 41.0
1.0, 8.0, 41.0
1.0, 7.0, 41.0
0.0, 15.0, 35.0
0.0, 15.0, 35.0
1.0, 9.0, 40.0
1.0, 9.0, 40.0
2.0, 3.0, 45.0
2.0, 3.0, 45.0
2.0, 3.0, 45.0
0.0, 7.0, 42.0
0.0, 16.0, 34.0
0.0, 16.0, 34.0
1.0, 10.0, 39.0
1.0, 10.0, 39.0
2.0, 4.0, 44.0
4.0, 8.0, 37.0
0.0, 17.0, 33.0
0.0, 17.0, 33.0
1.0, 11.0, 38.0
1.0, 11.0, 38.0
2.0, 5.0, 43.0
2.0, 5.0, 43.0
3.0, 8.0, 38.0
0.0, 18.0, 32.0
0.0, 18.0, 32.0
1.0, 12.0, 37.0
1.0, 12.0, 37.0
2.0, 6.0, 42.0
2.0, 6.0, 42.0
2.0, 8.0, 39.0
0.0, 19.0, 31.0
0.0, 19.0, 31.0
1.0, 13.0, 36.0
1.0, 13.0, 36.0
2.0, 7.0, 41.0
2.0, 7.0, 41.0
1.0, 8.0, 40.0
2.0, 8.0, 40.0
2.0, 8.0, 40.0
0.0, 20.0, 30.0
1.0, 14.0, 35.0
1.0, 14.0, 35.0
0.0, 8.0, 41.0
0.0, 22.0, 26.0
0.0, 21.0, 29.0
2.0, 9.0, 39.0
2.0, 9.0, 39.0
1.0, 15.0, 34.0
1.0, 15.0, 34.0
9.0, 36.0, 4.0
2.0, 10.0, 38.0
2.0, 10.0, 38.0
0.0, 22.0, 28.0
0.0, 22.0, 28.0
1.0, 16.0, 33.0
1.0, 16.0, 33.0
3.0, 9.0, 37.0
0.0, 23.0, 27.0
0.0, 23.0, 27.0
1.0, 17.0, 32.0
1.0, 17.0, 32.0
2.0, 11.0, 37.0
2.0, 11.0, 37.0
2.0, 9.0, 38.0
0.0, 24.0, 26.0
0.0, 24.0, 26.0
1.0, 18.0, 31.0
1.0, 18.0, 31.0
2.0, 12.0, 36.0
2.0, 12.0, 36.0
3.0, 6.0, 41.0
1.0, 9.0, 39.0
13.0, 15.0, 21.0
1.0, 23.0, 24.0
0.0, 25.0, 25.0
0.0, 25.0, 25.0
1.0, 19.0, 30.0
2.0, 13.0, 35.0
3.0, 7.0, 40.0
3.0, 7.0, 40.0
0.0, 9.0, 40.0
1.0, 20.0, 29.0
3.0, 8.0, 39.0
3.0, 8.0, 39.0
2.0, 14.0, 34.0
2.0, 14.0, 34.0
1.0, 21.0, 28.0
2.0, 15.0, 33.0
2.0, 15.0, 33.0
3.0, 9.0, 38.0
3.0, 9.0, 38.0
3.0, 10.0, 36.0
1.0, 22.0, 27.0
3.0, 10.0, 37.0
3.0, 10.0, 37.0
2.0, 16.0, 32.0
2.0, 16.0, 32.0
4.0, 4.0, 42.0
2.0, 10.0, 37.0
1.0, 23.0, 26.0
2.0, 17.0, 31.0
2.0, 17.0, 31.0
3.0, 11.0, 36.0
3.0, 11.0, 36.0
4.0, 5.0, 41.0
4.0, 5.0, 41.0
1.0, 10.0, 38.0
2.0, 18.0, 30.0
2.0, 18.0, 30.0
4.0, 6.0, 40.0
1.0, 24.0, 25.0
3.0, 12.0, 35.0
3.0, 12.0, 35.0
0.0, 10.0, 39.0
0.0, 24.0, 24.0
3.0, 13.0, 34.0
3.0, 13.0, 34.0
4.0, 7.0, 39.0
4.0, 7.0, 39.0
2.0, 19.0, 29.0
4.0, 11.0, 34.0
2.0, 20.0, 28.0
3.0, 14.0, 33.0
3.0, 14.0, 33.0
3.0, 11.0, 35.0
3.0, 15.0, 32.0
3.0, 15.0, 32.0
2.0, 21.0, 27.0
4.0, 9.0, 37.0
4.0, 9.0, 37.0
2.0, 11.0, 36.0
3.0, 16.0, 31.0
3.0, 16.0, 31.0
2.0, 22.0, 26.0
4.0, 10.0, 36.0
1.0, 11.0, 37.0
3.0, 17.0, 30.0
3.0, 17.0, 30.0
2.0, 23.0, 25.0
4.0, 11.0, 35.0
4.0, 11.0, 35.0
0.0, 11.0, 38.0
2.0, 24.0, 24.0
3.0, 18.0, 29.0
3.0, 18.0, 29.0
4.0, 12.0, 34.0
4.0, 12.0, 34.0
3.0, 19.0, 28.0
5.0, 7.0, 38.0
3.0, 12.0, 34.0
3.0, 20.0, 27.0
4.0, 14.0, 32.0
4.0, 14.0, 32.0
5.0, 8.0, 37.0
2.0, 12.0, 35.0
4.0, 15.0, 31.0
5.0, 9.0, 36.0
3.0, 21.0, 26.0
3.0, 21.0, 26.0
1.0, 12.0, 36.0
5.0, 10.0, 35.0
0.0, 12.0, 37.0
5.0, 11.0, 34.0
4.0, 17.0, 29.0
4.0, 17.0, 29.0
13.0, 32.0, 4.0
5.0, 12.0, 33.0
3.0, 13.0, 33.0
4.0, 19.0, 27.0
4.0, 19.0, 27.0
6.0, 7.0, 37.0
5.0, 13.0, 32.0
2.0, 13.0, 34.0
5.0, 14.0, 31.0
1.0, 13.0, 35.0
0.0, 13.0, 36.0
5.0, 16.0, 29.0
4.0, 22.0, 24.0
15.0, 25.0, 9.0
5.0, 17.0, 28.0
6.0, 11.0, 33.0
3.0, 14.0, 32.0
6.0, 12.0, 32.0
2.0, 14.0, 33.0
6.0, 13.0, 31.0
1.0, 14.0, 34.0
7.0, 8.0, 35.0
0.0, 14.0, 35.0
6.0, 15.0, 29.0
7.0, 9.0, 34.0
7.0, 9.0, 34.0
15.0, 30.0, 4.0
3.0, 15.0, 31.0
6.0, 17.0, 27.0
7.0, 11.0, 32.0
2.0, 15.0, 32.0
3.0, 11.0, 36.0
1.0, 15.0, 33.0
0.0, 1.0, 49.0
7.0, 13.0, 30.0
6.0, 19.0, 25.0
0.0, 15.0, 34.0
7.0, 14.0, 29.0
7.0, 14.0, 29.0
4.0, 16.0, 29.0
8.0, 9.0, 33.0
3.0, 16.0, 30.0
6.0, 22.0, 22.0
8.0, 10.0, 32.0
16.0, 31.0, 2.0
1.0, 2.0, 47.0
1.0, 16.0, 32.0
7.0, 18.0, 25.0
7.0, 18.0, 25.0
0.0, 16.0, 33.0
3.0, 44.0, 3.0
17.0, 29.0, 3.0
8.0, 15.0, 27.0
2.0, 17.0, 30.0
1.0, 3.0, 46.0
1.0, 17.0, 31.0
4.0, 5.0, 41.0
9.0, 11.0, 30.0
8.0, 17.0, 25.0
0.0, 17.0, 32.0
5.0, 9.0, 36.0
4.0, 18.0, 27.0
5.0, 8.0, 37.0
3.0, 18.0, 28.0
5.0, 7.0, 38.0
2.0, 18.0, 29.0
1.0, 4.0, 45.0
1.0, 18.0, 30.0
0.0, 1.0, 50.0
0.0, 1.0, 50.0
0.0, 4.0, 46.0
0.0, 18.0, 31.0
0.0, 2.0, 49.0
0.0, 2.0, 49.0
10.0, 11.0, 29.0
0.0, 3.0, 48.0
0.0, 4.0, 47.0
0.0, 4.0, 47.0
2.0, 5.0, 43.0
0.0, 5.0, 46.0
0.0, 5.0, 46.0
6.0, 6.0, 38.0
0.0, 6.0, 45.0
0.0, 6.0, 45.0
0.0, 5.0, 45.0
0.0, 7.0, 44.0
0.0, 7.0, 44.0
1.0, 1.0, 49.0
7.0, 9.0, 34.0
10.0, 16.0, 24.0
0.0, 8.0, 43.0
0.0, 8.0, 43.0
1.0, 2.0, 48.0
1.0, 2.0, 48.0
3.0, 6.0, 41.0
3.0, 20.0, 26.0
0.0, 9.0, 42.0
0.0, 9.0, 42.0
1.0, 3.0, 47.0
1.0, 3.0, 47.0
2.0, 6.0, 42.0
0.0, 10.0, 41.0
0.0, 10.0, 41.0
1.0, 4.0, 46.0
1.0, 4.0, 46.0
1.0, 6.0, 43.0
0.0, 11.0, 40.0
0.0, 11.0, 40.0
1.0, 5.0, 45.0
1.0, 5.0, 45.0
0.0, 6.0, 44.0
0.0, 20.0, 29.0
1.0, 6.0, 44.0
1.0, 6.0, 44.0
0.0, 12.0, 39.0
0.0, 12.0, 39.0
4.0, 7.0, 39.0
0.0, 13.0, 38.0
0.0, 13.0, 38.0
1.0, 7.0, 43.0
1.0, 7.0, 43.0
3.0, 7.0, 40.0
0.0, 14.0, 37.0
0.0, 14.0, 37.0
1.0, 8.0, 42.0
1.0, 8.0, 42.0
2.0, 7.0, 41.0
0.0, 15.0, 36.0
0.0, 15.0, 36.0
1.0, 9.0, 41.0
1.0, 9.0, 41.0
2.0, 3.0, 46.0
1.0, 7.0, 42.0
0.0, 16.0, 35.0
0.0, 16.0, 35.0
1.0, 10.0, 40.0
0.0, 7.0, 43.0
0.0, 17.0, 34.0
0.0, 17.0, 34.0
1.0, 11.0, 39.0
1.0, 11.0, 39.0
2.0, 5.0, 44.0
0.0, 18.0, 33.0
0.0, 18.0, 33.0
1.0, 12.0, 38.0
1.0, 12.0, 38.0
2.0, 6.0, 43.0
2.0, 6.0, 43.0
3.0, 8.0, 39.0
2.0, 7.0, 42.0
2.0, 7.0, 42.0
0.0, 19.0, 32.0
0.0, 19.0, 32.0
1.0, 13.0, 37.0
1.0, 13.0, 37.0
2.0, 8.0, 40.0
12.0, 16.0, 22.0
0.0, 20.0, 31.0
2.0, 8.0, 41.0
2.0, 8.0, 41.0
1.0, 14.0, 36.0
1.0, 8.0, 41.0
0.0, 21.0, 30.0
0.0, 21.0, 30.0
1.0, 15.0, 35.0
1.0, 15.0, 35.0
2.0, 9.0, 40.0
2.0, 9.0, 40.0
0.0, 8.0, 42.0
0.0, 22.0, 27.0
0.0, 22.0, 29.0
0.0, 22.0, 29.0
1.0, 16.0, 34.0
1.0, 16.0, 34.0
2.0, 10.0, 39.0
2.0, 10.0, 39.0
3.0, 4.0, 44.0
3.0, 4.0, 44.0
4.0, 9.0, 37.0
0.0, 23.0, 28.0
0.0, 23.0, 28.0
1.0, 17.0, 33.0
1.0, 17.0, 33.0
2.0, 11.0, 38.0
2.0, 11.0, 38.0
3.0, 5.0, 43.0
3.0, 9.0, 38.0
13.0, 14.0, 23.0
0.0, 24.0, 27.0
0.0, 24.0, 27.0
1.0, 18.0, 32.0
1.0, 18.0, 32.0
2.0, 12.0, 37.0
2.0, 12.0, 37.0
2.0, 9.0, 39.0
0.0, 25.0, 26.0
0.0, 25.0, 26.0
2.0, 13.0, 36.0
2.0, 13.0, 36.0
1.0, 19.0, 31.0
3.0, 7.0, 41.0
3.0, 7.0, 41.0
1.0, 9.0, 40.0
1.0, 20.0, 30.0
3.0, 8.0, 40.0
0.0, 9.0, 41.0
1.0, 21.0, 29.0
2.0, 15.0, 34.0
2.0, 15.0, 34.0
3.0, 9.0, 39.0
3.0, 9.0, 39.0
10.0, 36.0, 4.0
2.0, 16.0, 33.0
2.0, 16.0, 33.0
3.0, 10.0, 38.0
3.0, 10.0, 38.0
1.0, 22.0, 28.0
4.0, 4.0, 43.0
4.0, 4.0, 43.0
3.0, 10.0, 37.0
2.0, 17.0, 32.0
2.0, 17.0, 32.0
3.0, 11.0, 37.0
3.0, 11.0, 37.0
1.0, 23.0, 27.0
4.0, 5.0, 42.0
4.0, 5.0, 42.0
2.0, 10.0, 38.0
1.0, 24.0, 26.0
3.0, 12.0, 36.0
3.0, 12.0, 36.0
2.0, 18.0, 31.0
2.0, 18.0, 31.0
4.0, 6.0, 41.0
1.0, 10.0, 39.0
14.0, 15.0, 21.0
1.0, 24.0, 24.0
1.0, 25.0, 25.0
1.0, 25.0, 25.0
2.0, 19.0, 30.0
2.0, 19.0, 30.0
0.0, 10.0, 40.0
0.0, 24.0, 25.0
2.0, 20.0, 29.0
3.0, 14.0, 34.0
3.0, 14.0, 34.0
4.0, 11.0, 35.0
2.0, 21.0, 28.0
3.0, 11.0, 36.0
3.0, 16.0, 32.0
3.0, 16.0, 32.0
2.0, 22.0, 27.0
4.0, 10.0, 37.0
4.0, 10.0, 37.0
2.0, 11.0, 37.0
4.0, 11.0, 36.0
4.0, 11.0, 36.0
2.0, 23.0, 26.0
3.0, 17.0, 31.0
5.0, 5.0, 41.0
1.0, 11.0, 38.0
5.0, 6.0, 40.0
2.0, 24.0, 25.0
0.0, 11.0, 39.0
3.0, 19.0, 29.0
5.0, 7.0, 39.0
4.0, 12.0, 34.0
3.0, 20.0, 28.0
5.0, 8.0, 38.0
3.0, 12.0, 35.0
3.0, 21.0, 27.0
5.0, 9.0, 37.0
2.0, 12.0, 36.0
4.0, 16.0, 31.0
5.0, 10.0, 36.0
1.0, 12.0, 37.0
3.0, 23.0, 25.0
5.0, 11.0, 35.0
0.0, 12.0, 38.0
0.0, 470.0, 490.0
3.0, 24.0, 24.0
5.0, 12.0, 34.0
13.0, 33.0, 4.0
6.0, 7.0, 38.0
6.0, 7.0, 38.0
5.0, 13.0, 33.0
4.0, 19.0, 28.0
4.0, 19.0, 28.0
3.0, 13.0, 34.0
4.0, 20.0, 27.0
6.0, 8.0, 37.0
5.0, 14.0, 32.0
7.0, 14.0, 29.0
3.0, 21.0, 27.0
6.0, 9.0, 36.0
5.0, 15.0, 31.0
1.0, 13.0, 36.0
5.0, 16.0, 30.0
0.0, 13.0, 37.0
4.0, 14.0, 32.0
4.0, 23.0, 24.0
6.0, 12.0, 33.0
3.0, 14.0, 33.0
5.0, 19.0, 27.0
7.0, 7.0, 37.0
6.0, 13.0, 32.0
2.0, 14.0, 34.0
5.0, 20.0, 26.0
6.0, 14.0, 31.0
7.0, 8.0, 36.0
1.0, 14.0, 35.0
7.0, 9.0, 35.0
0.0, 14.0, 36.0
7.0, 10.0, 34.0
5.0, 22.0, 24.0
7.0, 11.0, 33.0
3.0, 15.0, 32.0
3.0, 36.0, 12.0
2.0, 15.0, 33.0
1.0, 1.0, 49.0
6.0, 19.0, 26.0
1.0, 15.0, 34.0
0.0, 1.0, 50.0
7.0, 14.0, 30.0
8.0, 8.0, 35.0
0.0, 15.0, 35.0
8.0, 9.0, 34.0
6.0, 22.0, 23.0
3.0, 16.0, 31.0
8.0, 11.0, 32.0
2.0, 16.0, 32.0
1.0, 2.0, 48.0
8.0, 12.0, 31.0
1.0, 16.0, 33.0
0.0, 2.0, 49.0
0.0, 16.0, 34.0
4.0, 17.0, 29.0
3.0, 17.0, 30.0
7.0, 22.0, 22.0
2.0, 17.0, 31.0
1.0, 3.0, 47.0
1.0, 17.0, 32.0
4.0, 5.0, 42.0
9.0, 12.0, 30.0
0.0, 17.0, 33.0
4.0, 4.0, 43.0
18.0, 28.0, 4.0
3.0, 4.0, 44.0
3.0, 18.0, 29.0
2.0, 4.0, 45.0
2.0, 18.0, 30.0
0.0, 1.0, 51.0
0.0, 1.0, 51.0
1.0, 4.0, 46.0
1.0, 18.0, 31.0
0.0, 2.0, 50.0
0.0, 2.0, 50.0
0.0, 4.0, 47.0
9.0, 17.0, 25.0
0.0, 18.0, 32.0
0.0, 3.0, 49.0
0.0, 3.0, 49.0
4.0, 5.0, 42.0
9.0, 18.0, 24.0
4.0, 19.0, 27.0
0.0, 4.0, 48.0
0.0, 4.0, 48.0
7.0, 13.0, 31.0
0.0, 5.0, 47.0
0.0, 5.0, 47.0
6.0, 7.0, 38.0
0.0, 6.0, 46.0
0.0, 6.0, 46.0
1.0, 5.0, 45.0
0.0, 7.0, 45.0
0.0, 7.0, 45.0
1.0, 1.0, 50.0
1.0, 1.0, 50.0
0.0, 5.0, 46.0
0.0, 19.0, 31.0
0.0, 8.0, 44.0
0.0, 8.0, 44.0
1.0, 2.0, 49.0
1.0, 2.0, 49.0
7.0, 35.0, 9.0
0.0, 9.0, 43.0
0.0, 9.0, 43.0
1.0, 3.0, 48.0
1.0, 3.0, 48.0
3.0, 6.0, 42.0
11.0, 12.0, 28.0
0.0, 10.0, 42.0
0.0, 10.0, 42.0
1.0, 4.0, 47.0
1.0, 4.0, 47.0
1.0, 4.0, 47.0
2.0, 6.0, 43.0
0.0, 11.0, 41.0
0.0, 11.0, 41.0
1.0, 5.0, 46.0
1.0, 5.0, 46.0
1.0, 6.0, 44.0
10.0, 20.0, 21.0
0.0, 12.0, 40.0
0.0, 12.0, 40.0
1.0, 6.0, 45.0
1.0, 6.0, 45.0
0.0, 6.0, 45.0
0.0, 13.0, 39.0
0.0, 13.0, 39.0
1.0, 7.0, 44.0
1.0, 7.0, 44.0
7.0, 40.0, 4.0
0.0, 14.0, 38.0
0.0, 14.0, 38.0
1.0, 8.0, 43.0
1.0, 8.0, 43.0
3.0, 7.0, 41.0
3.0, 21.0, 26.0
1.0, 9.0, 42.0
1.0, 9.0, 42.0
0.0, 15.0, 37.0
0.0, 15.0, 37.0
2.0, 3.0, 47.0
2.0, 7.0, 42.0
0.0, 16.0, 36.0
0.0, 16.0, 36.0
1.0, 10.0, 41.0
1.0, 10.0, 41.0
2.0, 4.0, 46.0
1.0, 7.0, 43.0
0.0, 17.0, 35.0
0.0, 17.0, 35.0
1.0, 11.0, 40.0
1.0, 11.0, 40.0
2.0, 5.0, 45.0
2.0, 5.0, 45.0
0.0, 7.0, 44.0
1.0, 12.0, 39.0
1.0, 12.0, 39.0
0.0, 18.0, 34.0
0.0, 18.0, 34.0
2.0, 6.0, 44.0
2.0, 6.0, 44.0
8.0, 39.0, 4.0
0.0, 19.0, 33.0
0.0, 19.0, 33.0
1.0, 13.0, 38.0
1.0, 13.0, 38.0
2.0, 7.0, 43.0
2.0, 7.0, 43.0
10.0, 13.0, 28.0
143.0, 283.0, 88.0
0.0, 20.0, 32.0
0.0, 20.0, 32.0
1.0, 14.0, 37.0
1.0, 14.0, 37.0
2.0, 8.0, 42.0
2.0, 8.0, 42.0
2.0, 8.0, 41.0
1.0, 15.0, 36.0
1.0, 15.0, 36.0
0.0, 21.0, 31.0
2.0, 9.0, 41.0
3.0, 3.0, 46.0
3.0, 3.0, 46.0
1.0, 8.0, 42.0
0.0, 22.0, 30.0
1.0, 16.0, 35.0
1.0, 16.0, 35.0
3.0, 4.0, 45.0
3.0, 4.0, 45.0
2.0, 10.0, 40.0
2.0, 10.0, 40.0
0.0, 8.0, 43.0
0.0, 22.0, 28.0
1.0, 17.0, 34.0
1.0, 17.0, 34.0
0.0, 23.0, 29.0
0.0, 23.0, 29.0
2.0, 11.0, 39.0
2.0, 11.0, 39.0
13.0, 14.0, 24.0
0.0, 24.0, 28.0
0.0, 24.0, 28.0
1.0, 18.0, 33.0
2.0, 12.0, 38.0
2.0, 12.0, 38.0
3.0, 6.0, 43.0
3.0, 6.0, 43.0
3.0, 9.0, 39.0
2.0, 13.0, 37.0
2.0, 13.0, 37.0
0.0, 25.0, 27.0
0.0, 25.0, 27.0
1.0, 19.0, 32.0
2.0, 9.0, 40.0
0.0, 26.0, 26.0
0.0, 26.0, 26.0
1.0, 20.0, 31.0
2.0, 14.0, 36.0
2.0, 14.0, 36.0
3.0, 8.0, 41.0
3.0, 8.0, 41.0
1.0, 9.0, 41.0
1.0, 21.0, 30.0
3.0, 9.0, 40.0
3.0, 9.0, 40.0
2.0, 15.0, 35.0
2.0, 15.0, 35.0
0.0, 9.0, 42.0
0.0, 23.0, 27.0
2.0, 16.0, 34.0
2.0, 16.0, 34.0
1.0, 22.0, 29.0
1.0, 22.0, 29.0
4.0, 10.0, 37.0
1.0, 23.0, 28.0
1.0, 23.0, 28.0
2.0, 17.0, 33.0
2.0, 17.0, 33.0
3.0, 11.0, 38.0
3.0, 11.0, 38.0
4.0, 5.0, 43.0
4.0, 5.0, 43.0
3.0, 10.0, 38.0
2.0, 18.0, 32.0
1.0, 24.0, 27.0
3.0, 12.0, 37.0
2.0, 10.0, 39.0
3.0, 13.0, 36.0
3.0, 13.0, 36.0
2.0, 19.0, 31.0
1.0, 25.0, 26.0
4.0, 7.0, 41.0
6.0, 11.0, 34.0
3.0, 14.0, 35.0
3.0, 14.0, 35.0
0.0, 10.0, 41.0
0.0, 24.0, 26.0
2.0, 21.0, 29.0
3.0, 15.0, 34.0
4.0, 9.0, 39.0
4.0, 11.0, 36.0
4.0, 10.0, 38.0
4.0, 10.0, 38.0
2.0, 22.0, 28.0
3.0, 16.0, 33.0
3.0, 11.0, 37.0
5.0, 5.0, 42.0
4.0, 11.0, 37.0
4.0, 11.0, 37.0
2.0, 11.0, 38.0
3.0, 18.0, 31.0
5.0, 6.0, 41.0
1.0, 11.0, 39.0
3.0, 19.0, 30.0
2.0, 25.0, 25.0
2.0, 25.0, 25.0
0.0, 11.0, 40.0
15.0, 16.0, 20.0
0.0, 25.0, 25.0
5.0, 8.0, 39.0
3.0, 20.0, 29.0
4.0, 14.0, 34.0
4.0, 14.0, 34.0
12.0, 35.0, 4.0
4.0, 15.0, 33.0
3.0, 12.0, 36.0
5.0, 10.0, 37.0
2.0, 12.0, 37.0
3.0, 23.0, 26.0
4.0, 17.0, 31.0
4.0, 17.0, 31.0
5.0, 11.0, 36.0
1.0, 12.0, 38.0
6.0, 6.0, 40.0
5.0, 12.0, 35.0
4.0, 18.0, 30.0
4.0, 18.0, 30.0
0.0, 12.0, 39.0
4.0, 19.0, 29.0
5.0, 13.0, 34.0
6.0, 7.0, 39.0
6.0, 8.0, 38.0
13.0, 35.0, 3.0
5.0, 15.0, 32.0
6.0, 9.0, 37.0
2.0, 13.0, 36.0
6.0, 10.0, 36.0
5.0, 16.0, 31.0
1.0, 13.0, 37.0
6.0, 11.0, 35.0
0.0, 13.0, 38.0
6.0, 12.0, 34.0
5.0, 18.0, 29.0
4.0, 24.0, 24.0
14.0, 33.0, 4.0
7.0, 7.0, 38.0
6.0, 13.0, 33.0
3.0, 14.0, 34.0
5.0, 20.0, 27.0
14.0, 35.0, 2.0
6.0, 15.0, 31.0
7.0, 9.0, 36.0
5.0, 21.0, 26.0
6.0, 15.0, 30.0
7.0, 10.0, 35.0
7.0, 10.0, 35.0
0.0, 14.0, 37.0
6.0, 17.0, 29.0
175.0, 329.0, 7.0
7.0, 11.0, 34.0
4.0, 18.0, 30.0
7.0, 12.0, 33.0
15.0, 33.0, 3.0
1.0, 49.0, 2.0
2.0, 15.0, 34.0
3.0, 38.0, 11.0
1.0, 15.0, 35.0
0.0, 1.0, 51.0
8.0, 9.0, 35.0
0.0, 15.0, 36.0
6.0, 22.0, 24.0
16.0, 31.0, 4.0
8.0, 11.0, 33.0
3.0, 16.0, 32.0
3.0, 42.0, 7.0
2.0, 16.0, 33.0
3.0, 6.0, 43.0
1.0, 16.0, 34.0
0.0, 2.0, 50.0
0.0, 16.0, 35.0
4.0, 39.0, 9.0
4.0, 17.0, 30.0
3.0, 3.0, 46.0
8.0, 16.0, 28.0
8.0, 16.0, 28.0
8.0, 17.0, 27.0
2.0, 17.0, 32.0
1.0, 3.0, 48.0
9.0, 12.0, 31.0
1.0, 17.0, 33.0
0.0, 3.0, 49.0
9.0, 13.0, 30.0
0.0, 17.0, 34.0
3.0, 4.0, 45.0
3.0, 18.0, 30.0
0.0, 1.0, 52.0
8.0, 22.0, 22.0
2.0, 18.0, 31.0
0.0, 2.0, 51.0
0.0, 2.0, 51.0
338.0, 626.0, 7.0
1.0, 4.0, 47.0
9.0, 17.0, 26.0
1.0, 18.0, 32.0
0.0, 3.0, 50.0
0.0, 3.0, 50.0
0.0, 4.0, 48.0
10.0, 12.0, 30.0
0.0, 18.0, 33.0
0.0, 4.0, 49.0
0.0, 4.0, 49.0
4.0, 5.0, 43.0
4.0, 19.0, 28.0
0.0, 5.0, 48.0
0.0, 5.0, 48.0
0.0, 6.0, 47.0
0.0, 6.0, 47.0
2.0, 5.0, 45.0
2.0, 19.0, 30.0
0.0, 7.0, 46.0
0.0, 7.0, 46.0
1.0, 5.0, 46.0
0.0, 8.0, 45.0
0.0, 8.0, 45.0
0.0, 5.0, 47.0
0.0, 19.0, 32.0
0.0, 9.0, 44.0
0.0, 9.0, 44.0
1.0, 3.0, 49.0
1.0, 3.0, 49.0
1.0, 3.0, 49.0
4.0, 6.0, 42.0
11.0, 12.0, 29.0
0.0, 10.0, 43.0
0.0, 10.0, 43.0
1.0, 4.0, 48.0
1.0, 4.0, 48.0
3.0, 6.0, 43.0
